"","Provider Name","County","State","Ownership Type","CMS Provider Number"
"334","SAN FRANCISCO HEALTH CARE","San Francisco","CA","For profit","056272"
"335","SAN FRANCISCO TOWERS","San Francisco","CA","Non profit","555728"
"336","ST. ANNE'S HOME","San Francisco","CA","Non profit","05A290"
"337","TUNNELL SKILLED NURSING & REHABILITATION CENTER","San Francisco","CA","For profit","056203"
"338","CLEARWATER HEALTHCARE CENTER","San Joaquin","CA","For profit","555307"
"339","FULTON GARDENS POST ACUTE, LLC","San Joaquin","CA","For profit","055833"
"340","ST JUDE CARE CENTER","San Joaquin","CA","For profit","055917"
"341","WAGNER HEIGHTS NURSING & REHABILITATION CENTER","San Joaquin","CA","For profit","555470"
"342","PACIFICA NURSING AND REHAB CENTER","San Mateo","CA","For profit","056205"
"343","SETON MEDICAL CENTER D/P SNF","San Mateo","CA","Non profit","555235"
"344","ST. FRANCIS CONVALESCENT PAVILION","San Mateo","CA","For profit","056394"
"345","THE SEQUOIAS","San Mateo","CA","Non profit","055466"
"346","LOMPOC SKILLED NURSING & REHABILITATION CENTER","Santa Barbara","CA","For profit","555830"
"347","LOMPOC VALLEY MEDICAL CTR COMP CARE CTR D/P SNF","Santa Barbara","CA","Government","055256"
"348","MARIAN MEDICAL CENTER D/P SNF","Santa Barbara","CA","Non profit","555236"
"349","A GRACE SUB ACUTE & SKILLED CARE","Santa Clara","CA","For profit","056376"
"350","AMBERWOOD GARDENS","Santa Clara","CA","For profit","055750"
"351","CANYON SPRINGS POST-ACUTE","Santa Clara","CA","For profit","056082"
"352","CEDAR CREST NURSING AND REHABILITATION CENTER","Santa Clara","CA","For profit","555790"
"353","HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO","Santa Clara","CA","Non profit","555524"
"354","LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER","Santa Clara","CA","For profit","056116"
"355","MANORCARE HEALTH SERVICES (SUNNYVALE)","Santa Clara","CA","Non profit","555444"
"356","MOUNTAIN VIEW HEALTHCARE CENTER","Santa Clara","CA","For profit","055316"
"357","MT. PLEASANT NURSING CENTER","Santa Clara","CA","For profit","555799"
"358","SKYLINE HEALTHCARE CENTER - SAN JOSE","Santa Clara","CA","For profit","055318"
"359","THE TERRACES OF LOS GATOS","Santa Clara","CA","Non profit","555547"
"360","VALLEY HOUSE REHABILITATION CENTER","Santa Clara","CA","For profit","056069"
"361","VASONA CREEK HEALTHCARE CENTER","Santa Clara","CA","For profit","055798"
"362","VISTA MANOR NURSING CENTER","Santa Clara","CA","For profit","555483"
"363","VETERANS HOME OF CALIFORNIA - REDDING","Shasta","CA","Government","555891"
"364","WINDSOR VALLEJO NURSING & REHABILITATION CENTER","Solano","CA","For profit","056238"
"365","APPLE VALLEY POST-ACUTE REHAB","Sonoma","CA","For profit","055919"
"366","CASA DE MODESTO","Stanislaus","CA","Non profit","555898"
"367","ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITA","Stanislaus","CA","For profit","555190"
"368","TURLOCK NURSING & REHABILITATION CENTER","Stanislaus","CA","For profit","555240"
"369","LINDSAY GARDENS NURSING & REHABILITATION","Tulare","CA","For profit","555663"
"370","REDWOOD SPRINGS HEALTHCARE CENTER","Tulare","CA","For profit","055604"
"371","TWIN OAKS REHABILITATION & NURSING CENTER","Tulare","CA","For profit","555861"
"372","CAMARILLO HEALTHCARE CENTER","Ventura","CA","For profit","555770"
"373","GLENWOOD CARE CENTER","Ventura","CA","For profit","555458"
"374","STOLLWOOD CONVALESCENT HOSPITAL","Yolo","CA","Non profit","056138"
"375","AVAMERE TRANSITIONAL CARE AND REHABILITATION","Adams","CO","For profit","065240"
"376","CLEAR CREEK CARE CENTER","Adams","CO","For profit","065120"
"377","LOWRY HILLS CARE AND REHABILITATION","Adams","CO","For profit","065001"
"378","RIDGEVIEW POST ACUTE","Adams","CO","For profit","065283"
"379","ST ANDREWS VILLAGE-LTC","Adams","CO","For profit","065388"
"380","UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY","Adams","CO","For profit","065337"
"381","BERKLEY MANOR CARE CENTER","Arapahoe","CO","For profit","065223"
"382","BROOKDALE GREENWOOD VILLAGE","Arapahoe","CO","For profit","065376"
"383","CENTER AT LOWRY, LLC","Arapahoe","CO","For profit","065419"
"384","CHERRELYN HEALTHCARE CENTER","Arapahoe","CO","For profit","065203"
"385","CHERRY CREEK NURSING CENTER","Arapahoe","CO","For profit","065146"
"386","HOLLY HEIGHTS CARE CENTER","Arapahoe","CO","For profit","065124"
"387","JULIA TEMPLE HEALTHCARE CENTER","Arapahoe","CO","For profit","065322"
"388","LITTLETON CARE AND REHABILITATION CENTER","Arapahoe","CO","For profit","065320"
"389","ORCHARD PARK HEALTH CARE CENTER","Arapahoe","CO","For profit","065259"
"390","PEARL STREET HEALTH AND REHABILITATION CENTER","Arapahoe","CO","For profit","065208"
"391","SUITES AT SOMEREN GLEN CARE CENTER, THE","Arapahoe","CO","Non profit","065345"
"392","BOULDER MANOR","Boulder","CO","For profit","065222"
"393","FRASIER MEADOWS HEALTH CARE CENTER","Boulder","CO","Non profit","065324"
"394","LIFE CARE CENTER OF LONGMONT","Boulder","CO","For profit","065282"
"395","MESA VISTA OF BOULDER","Boulder","CO","For profit","065052"
"396","PEAKS CARE CENTER THE","Boulder","CO","For profit","065189"
"397","POWERBACK REHABILITATION LAFAYETTE","Boulder","CO","For profit","065414"
"398","COLUMBINE MANOR CARE CENTER","Chaffee","CO","For profit","065220"
"399","AMBERWOOD COURT REHABILITATION AND CARE COMMUNITY","Denver","CO","For profit","065034"
"400","BROOKSHIRE HOUSE REHABILITATION AND CARE COMMUNITY","Denver","CO","For profit","065242"
"401","DENVER NORTH CARE CENTER","Denver","CO","For profit","065323"
"402","FOREST STREET COMPASSIONATE CARE CENTER","Denver","CO","For profit","065387"
"403","HEALTH CENTER AT FRANKLIN PARK","Denver","CO","Non profit","065213"
"404","HIGHLINE REHABILITATION AND CARE COMMUNITY","Denver","CO","For profit","065256"
"405","JEWELL CARE CENTER OF DENVER","Denver","CO","For profit","065230"
"406","MANORCARE HEALTH SERVICES-DENVER","Denver","CO","For profit","065241"
"407","PARKVIEW CARE CENTER","Denver","CO","For profit","065299"
"408","POWERBACK REHABILITATION LAKEWOOD","Denver","CO","For profit","065400"
"409","ROWAN COMMUNITY, INC","Denver","CO","For profit","065206"
"410","SLOAN'S LAKE REHABILITATION CENTER","Denver","CO","For profit","065404"
"411","ST PAUL HEALTH CENTER","Denver","CO","For profit","065009"
"412","SUITES AT CLERMONT PARK CARE CENTER","Denver","CO","Non profit","065344"
"413","CONTINUING CARE AT WIND CREST","Douglas","CO","Non profit","065409"
"414","ASPEN LIVING CENTER","El Paso","CO","For profit","065168"
"415","LAUREL MANOR CARE CENTER, INC","El Paso","CO","Non profit","065246"
"416","PIKES PEAK CENTER","El Paso","CO","For profit","065415"
"417","TERRACE GARDENS HEALTHCARE CENTER","El Paso","CO","For profit","065172"
"418","CANON LODGE CARE CENTER","Fremont","CO","For profit","065217"
"419","GUNNISON VALLEY HEALTH SENIOR CARE CENTER","Gunnison","CO","Government","065144"
"420","ACCEL AT GOLDEN RIDGE","Jefferson","CO","For profit","065422"
"421","ALLISON CARE CENTER","Jefferson","CO","For profit","065297"
"422","CAMBRIDGE CARE CENTER","Jefferson","CO","For profit","065296"
"423","MAPLETON CARE CENTER","Jefferson","CO","For profit","065097"
"424","MONTAGE RIDGE","Jefferson","CO","For profit","065374"
"425","MOUNTAIN VISTA HEALTH CENTER","Jefferson","CO","Non profit","065015"
"426","SIERRA REHABILITATION AND CARE COMMUNITY","Jefferson","CO","For profit","065272"
"427","GRACE MANOR CARE CENTER","Kit Carson","CO","For profit","065284"
"428","LEMAY AVENUE HEALTH AND REHABILITATION FACILITY","Larimer","CO","For profit","065142"
"429","NORTH SHORE HEALTH & REHAB FACILITY","Larimer","CO","For profit","065129"
"430","COLOROW HEALTH CARE LLC","Montrose","CO","For profit","065354"
"431","SAN JUAN LIVING CENTER","Montrose","CO","For profit","065195"
"432","EBEN EZER LUTHERAN CARE CENTER","Morgan","CO","Non profit","065163"
"433","CASEY'S POND SENIOR LIVING LTC","Routt","CO","Non profit","065341"
"434","CENTENNIAL HEALTH CARE CENTER","Weld","CO","For profit","065212"
"435","CENTER AT CENTERPLACE LLC, THE","Weld","CO","For profit","065431"
"436","COLUMBINE COMMONS HEALTH AND REHAB LLC","Weld","CO","For profit","065410"
"437","FAIRACRES MANOR, INC.","Weld","CO","For profit","065211"
"438","GOOD SAMARITAN SOCIETY - BONELL COMMUNITY","Weld","CO","Non profit","065095"
"439","APPLE REHAB SHELTON LAKES","Fairfield","CT","For profit","075300"
"440","AUTUMN LAKE HEALTHCARE AT NORWALK","Fairfield","CT","For profit","075387"
"441","BETHEL HEALTH CARE CENTER","Fairfield","CT","For profit","075400"
"442","BISHOP WICKE HEALTH & REHAB CT","Fairfield","CT","Non profit","075163"
"443","CAMBRIDGE HEALTH AND REHABILITATION CENTER","Fairfield","CT","For profit","075323"
"444","CAROLTON CHRONIC & CONV HOSP,","Fairfield","CT","For profit","075034"
"445","CASSENA CARE AT NORWALK","Fairfield","CT","For profit","075159"
"446","CASSENA CARE AT STAMFORD","Fairfield","CT","For profit","075061"
"447","EDGEHILL HEALTH CENTER","Fairfield","CT","For profit","075421"
"448","FILOSA, FOR NURSING & REHABILITATION","Fairfield","CT","For profit","075074"
"449","GARDNER HEIGHTS HEALTH CARE CENTER, INC","Fairfield","CT","For profit","075368"
"450","GLEN HILL CENTER","Fairfield","CT","For profit","075031"
"451","GREENWICH WOODS REHABILITATION","Fairfield","CT","For profit","075309"
"452","HEWITT HEALTH & REHABILITATION CENTER, INC","Fairfield","CT","For profit","075047"
"453","JEWISH SENIOR SERVICES","Fairfield","CT","Non profit","075353"
"454","LAUREL RIDGE HEALTH CARE CENTE","Fairfield","CT","For profit","075395"
"455","LONG RIDGE POST-ACUTE CARE","Fairfield","CT","For profit","075394"
"456","LORD CHAMBERLAIN NURSING & REHABILITATION CENTER","Fairfield","CT","For profit","075339"
"457","LUDLOWE CENTER FOR HEALTH & REHABILITATION, LLC","Fairfield","CT","For profit","075330"
"458","MAEFAIR HEALTH CARE CENTER","Fairfield","CT","For profit","075404"
"459","MEADOW RIDGE","Fairfield","CT","For profit","075429"
"460","NORTHBRIDGE HEALTH CARE CENTER","Fairfield","CT","For profit","075413"
"461","NOTRE DAME CONVALESCENT HOME I","Fairfield","CT","For profit","075356"
"462","REGALCARE AT GREENWICH","Fairfield","CT","For profit","075069"
"463","REGALCARE AT SOUTHPORT","Fairfield","CT","For profit","075200"
"464","SAINT JOHN PAUL I I CENTER","Fairfield","CT","For profit","075354"
"465","SPRINGS AT WATERMARK 3030 PARK, THE","Fairfield","CT","For profit","075440"
"466","ST CAMILLUS REHABILITATION & NURSING CENTER","Fairfield","CT","For profit","075320"
"467","ST JOSEPH'S CENTER","Fairfield","CT","For profit","075001"
"468","VILLA AT STAMFORD, THE","Fairfield","CT","For profit","075153"
"469","WAVENY CARE CENTER","Fairfield","CT","Non profit","075361"
"470","WESTERN REHABILITATION CARE CENTER","Fairfield","CT","For profit","075274"
"471","WILTON MEADOWS HEALTH CARE CEN","Fairfield","CT","For profit","075317"
"472","WITHERELL, NATHANIEL","Fairfield","CT","Government","075117"
"473","60 WEST","Hartford","CT","For profit","075442"
"474","APPLE REHAB AVON","Hartford","CT","For profit","075388"
"475","APPLE REHAB FARMINGTON VALLEY","Hartford","CT","For profit","075044"
"476","APPLE REHAB ROCKY HILL","Hartford","CT","For profit","075211"
"477","AVERY NURSING HOME","Hartford","CT","Non profit","075063"
"478","BEL AIR MANOR","Hartford","CT","For profit","075393"
"479","BLOOMFIELD HEALTH CARE CENTER","Hartford","CT","For profit","075138"
"480","CALEB HITCHCOCK HEALTH CARE CE","Hartford","CT","Non profit","075301"
"481","CASSENA CARE AT NEW BRITAIN","Hartford","CT","For profit","075185"
"482","CHELSEA PLACE CARE CENTER","Hartford","CT","For profit","075299"
"483","CHERRY BROOK HEALTH CARE CENTE","Hartford","CT","Non profit","075396"
"484","COUNTRYSIDE MANOR OF BRISTOL","Hartford","CT","For profit","075415"
"485","CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR","Hartford","CT","For profit","075013"
"486","FRESH RIVER HEALTHCARE","Hartford","CT","For profit","075359"
"487","GLASTONBURY HEALTH CARE CENTER","Hartford","CT","For profit","075316"
"488","GRANDVIEW REHABILITATION AND HEALTHCARE CENTER","Hartford","CT","For profit","075182"
"489","HEBREW CENTER FOR HEALTH AND REHABILITATION","Hartford","CT","For profit","075109"
"490","HUGHES HEALTH AND REHABILITATION","Hartford","CT","For profit","075082"
"491","KIMBERLY HALL NORTH","Hartford","CT","For profit","075279"
"492","KIMBERLY HALL-SOUTH CENTER","Hartford","CT","For profit","075237"
"493","LEDGECREST HEALTH CARE","Hartford","CT","For profit","075230"
"494","MANCHESTER MANOR","Hartford","CT","For profit","075333"
"495","MAPLE VIEW MANOR","Hartford","CT","For profit","075238"
"496","MCLEAN HEALTH CENTER","Hartford","CT","Non profit","075216"
"497","NEWINGTON RAPID RECOVERY REHAB CENTER","Hartford","CT","For profit","075286"
"498","PARKWAY PAVILION HEALTH AND REHABILITATION CENTER","Hartford","CT","For profit","075195"
"499","RIVERSIDE HEALTH & REHABILITAT","Hartford","CT","For profit","075257"
"500","SALMON BROOK REHAB AND NURSING","Hartford","CT","For profit","075060"
"501","SEABURY","Hartford","CT","Non profit","075383"
"502","SHERIDEN WOODS","Hartford","CT","For profit","075350"
"503","ST MARY HOME","Hartford","CT","Non profit","075085"
"504","SUFFIELD HOUSE, THE","Hartford","CT","For profit","075347"
"505","SUMMIT AT PLANTSVILLE, THE","Hartford","CT","For profit","075420"
"506","THE RESERVOIR","Hartford","CT","For profit","075407"
"507","TOUCHPOINTS AT BLOOMFIELD","Hartford","CT","For profit","075264"
"508","TOUCHPOINTS AT FARMINGTON","Hartford","CT","For profit","075251"
"509","TOUCHPOINTS AT MANCHESTER","Hartford","CT","For profit","075314"
"510","TRINITY HILL CARE CENTER","Hartford","CT","For profit","075268"
"511","WEST HARTFORD HEALTH & REHABILITATION CENTER","Hartford","CT","For profit","075278"
"512","WESTSIDE CARE CENTER","Hartford","CT","For profit","075252"
"513","WINDSOR HEALTH AND REHABILITATION CENTER, LLC","Hartford","CT","For profit","075011"
"514","APPLE REHAB WATERTOWN","Litchfield","CT","For profit","075181"
"515","CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER","Litchfield","CT","For profit","075416"
"516","LITCHFIELD WOODS HEALTH CARE C","Litchfield","CT","For profit","075319"
"517","REGALCARE AT TORRINGTON","Litchfield","CT","For profit","075105"
"518","SHARON HEALTH CARE CENTER","Litchfield","CT","For profit","075379"
"519","VALERIE MANOR","Litchfield","CT","For profit","075332"
"520","VILLAGE CREST CENTER FOR HEALTH & REHABILITATION","Litchfield","CT","For profit","075208"
"521","WOLCOTT HALL NURSING CTR","Litchfield","CT","For profit","075111"
"522","AARON MANOR NURSING & REHABILITATION","Middlesex","CT","For profit","075410"
"523","APPLE REHAB CROMWELL","Middlesex","CT","For profit","075380"
"524","APPLE REHAB MIDDLETOWN","Middlesex","CT","For profit","075089"
"525","MIDDLESEX HEALTH CARE CENTER","Middlesex","CT","For profit","075106"
"526","PORTLAND CARE & REHAB CENTER,","Middlesex","CT","For profit","075214"
"527","WATER'S EDGE CENTER FOR HEALTH & REHAB","Middlesex","CT","For profit","075381"
"528","ABBOTT TERR HEALTH CTR","New Haven","CT","For profit","075351"
"529","APPLE REHAB COCCOMO","New Haven","CT","For profit","075345"
"530","APPLE REHAB GUILFORD","New Haven","CT","For profit","075144"
"531","APPLE REHAB LAUREL WOODS","New Haven","CT","For profit","075389"
"532","APPLE REHAB WEST HAVEN","New Haven","CT","For profit","075403"
"533","ARDEN HOUSE","New Haven","CT","For profit","075228"
"534","AUTUMN LAKE HEALTHCARE AT BUCKS HILL","New Haven","CT","For profit","075418"
"535","BEACON BROOK HEALTH CENTER","New Haven","CT","For profit","075390"
"536","BRANFORD HILLS HEALTHCARE CTR","New Haven","CT","For profit","075296"
"537","CURTIS HOME ST ELIZABETH CENTER","New Haven","CT","For profit","075365"
"538","ELIM PARK BAPTIST HOME, INC","New Haven","CT","Non profit","075265"
"539","GLENDALE CENTER","New Haven","CT","For profit","075240"
"540","GOLDEN HILL REHAB PAVILION","New Haven","CT","For profit","075213"
"541","GRIMES YNHCC","New Haven","CT","Non profit","075275"
"542","GROVE MANOR NURSING HOME, INC","New Haven","CT","For profit","075096"
"543","GUILFORD HOUSE, THE","New Haven","CT","For profit","075235"
"544","HAMDEN REHABILITATION & HEALTH CARE CENTER","New Haven","CT","For profit","075366"
"545","LUTHERAN HOME OF SOUTHBURY INC","New Haven","CT","Non profit","075371"
"546","MADISON HOUSE","New Haven","CT","For profit","075405"
"547","MARY WADE HOME, INC","New Haven","CT","Non profit","075325"
"548","MILFORD HEALTH CARE CENTER INC","New Haven","CT","For profit","075064"
"549","MONTOWESE HEALTH & REHABILITATION CENTER","New Haven","CT","For profit","075017"
"550","ORANGE HEALTH CARE CENTER","New Haven","CT","For profit","075434"
"551","QUINNIPIAC VALLEY CENTER","New Haven","CT","For profit","075234"
"552","REGALCARE AT NEW HAVEN","New Haven","CT","For profit","075397"
"553","REGALCARE AT WATERBURY","New Haven","CT","For profit","075219"
"554","REGALCARE AT WEST HAVEN","New Haven","CT","For profit","075201"
"555","REGENCY HOUSE NURSING AND REHABILITATION CENTER","New Haven","CT","For profit","075261"
"556","SHADY KNOLL","New Haven","CT","For profit","075386"
"557","SILVER SPRINGS CARE CENTER","New Haven","CT","For profit","075337"
"558","SKYVIEW REHAB AND NURSING","New Haven","CT","For profit","075057"
"559","WATERBURY GARDENS NURSING AND REHAB","New Haven","CT","For profit","075210"
"560","WEST RIVER REHAB CENTER","New Haven","CT","For profit","075377"
"561","WHISPERING PINES REHABILITATION AND NURSING CENTER","New Haven","CT","For profit","075294"
"562","WHITNEY REHABILITATION CARE CENTER","New Haven","CT","For profit","075246"
"563","WILLOWS REHABILITATION & NURSING CENTER","New Haven","CT","For profit","075331"
"564","BAYVIEW HEALTH CARE","New London","CT","For profit","075324"
"565","BRIDE BROOK HEALTH & REHABILITATION CENTER","New London","CT","For profit","075375"
"566","HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN","New London","CT","For profit","075196"
"567","MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC","New London","CT","For profit","075271"
"568","NEW LONDON SUB-ACUTE AND NURSING","New London","CT","For profit","075158"
"569","EVERGREEN HEALTH CARE CENTER","Tolland","CT","For profit","075326"
"570","FOX HILL CENTER","Tolland","CT","For profit","075183"
"571","CARROLL MANOR NURSING & REHAB","The District","DC","Non profit","095034"
"572","DEANWOOD REHABILITATION AND WELLNESS CENTER","The District","DC","For profit","095019"
"573","FOREST HILLS OF DC","The District","DC","Non profit","095038"
"574","HEALTH & REHABILITATION  CENTER AT THOMAS CIRCLE","The District","DC","For profit","095021"
"575","INGLESIDE AT ROCK CREEK","The District","DC","Non profit","095028"
"576","INSPIRE REHABILITATION AND HEALTH CENTER LLC","The District","DC","For profit","095031"
"577","JEANNE JUGAN RESIDENCE","The District","DC","Non profit","09E020"
"578","KNOLLWOOD HSC","The District","DC","Non profit","095026"
