provnum,def_count,provname,county,state,ownership_type
225444,1,BLUE HILLS HEALTH AND REHABILITATION CENTER,Norfolk,MA,For profit
225445,0,BRAINTREE MANOR HEALTHCARE,Norfolk,MA,For profit
225449,2,HATHORNE HILL,Essex,MA,For profit
225451,1,KATZMAN FAMILY CENTER FOR LIVING,Suffolk,MA,Non profit
225458,1,FAIRHAVEN HEALTHCARE CENTER,Middlesex,MA,Non profit
225464,0,GLOUCESTER HEALTHCARE,Essex,MA,For profit
225466,2,HIGHVIEW OF NORTHAMPTON,Hampshire,MA,For profit
225467,2,WORCESTER HEALTH CENTER,Worcester,MA,For profit
225469,0,LAUREL RIDGE REHAB AND SKILLED CARE CENTER,Suffolk,MA,Non profit
225470,1,JEANNE JUGAN RESIDENCE,Middlesex,MA,Non profit
225471,0,JESMOND NURSING HOME,Essex,MA,For profit
225472,0,JEFFREY & SUSAN BRUDNICK CENTER FOR LIVING,Essex,MA,Non profit
225475,0,MADONNA MANOR NURSING HOME,Bristol,MA,Non profit
225476,0,MAPLES REHABILITATION & NURSING CENTER,Norfolk,MA,For profit
225478,2,ROYAL MEADOW VIEW CENTER,Middlesex,MA,For profit
225480,1,MOUNT SAINT VINCENT CARE CENTER,Hampden,MA,Non profit
225482,0,ROYAL NORWELL NURSING & REHABILITATION CENTER LLC,Plymouth,MA,For profit
225486,1,PRESENTATION REHAB AND SKILLED CARE CENTER,Suffolk,MA,Non profit
225488,2,TREMONT HEALTH CARE CENTER,Plymouth,MA,For profit
225491,0,SHREWSBURY NURSING & REHABILITATION CENTER,Worcester,MA,For profit
225493,1,ST JOSEPH REHAB & NURSING CARE CENTER,Suffolk,MA,For profit
225494,2,SUNNY ACRES NURSING HOME,Middlesex,MA,For profit
225497,1,PARKWAY HEALTH AND REHABILITATION CENTER,Suffolk,MA,For profit
225499,0,WEST ROXBURY HEALTH & REHABILITATION CENTER,Suffolk,MA,For profit
225500,0,WEST SIDE HOUSE LTC FACILITY,Worcester,MA,For profit
225501,2,WINGATE AT WESTON,Middlesex,MA,For profit
225504,0,CARE ONE AT WILMINGTON,Middlesex,MA,For profit
225505,1,ROYAL WOOD MILL CENTER,Essex,MA,For profit
225508,0,PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE,Middlesex,MA,For profit
225509,1,CARE ONE AT BROOKLINE,Norfolk,MA,For profit
225510,0,PRESCOTT HOUSE,Essex,MA,For profit
225511,1,WILLOW MANOR,Middlesex,MA,For profit
225513,0,BEAUMONT REHAB & SKILLED NURSING CTR - NORTHBORO,Worcester,MA,For profit
225515,2,D'YOUVILLE SENIOR CARE,Middlesex,MA,Non profit
225516,1,ELIOT CENTER FOR HEALTH & REHABILITATION,Middlesex,MA,For profit
225520,2,CAMBRIDGE REHABILITATION & NURSING CENTER,Middlesex,MA,For profit
225523,3,GLEN RIDGE NURSING CARE CENTER,Middlesex,MA,For profit
225529,1,LIFE CARE CENTER OF THE NORTH SHORE,Essex,MA,For profit
225531,3,SUDBURY PINES EXTENDED CARE,Middlesex,MA,For profit
225532,1,MATTAPAN HEALTH & REHABILITATION CENTER,Suffolk,MA,For profit
225533,0,WACHUSETT MANOR,Worcester,MA,For profit
225535,0,BETHANY SKILLED NURSING FACILITY,Middlesex,MA,Non profit
225536,0,WALPOLE HEALTHCARE,Norfolk,MA,For profit
225537,3,TOWN AND COUNTRY HEALTH CARE CENTER,Middlesex,MA,For profit
225538,1,ROYAL CAPE COD NURSING & REHABILITATION CENTER,Barnstable,MA,For profit
225540,2,GERMAN CENTER FOR EXTENDED CARE,Suffolk,MA,Non profit
225541,2,CARLYLE HOUSE,Middlesex,MA,For profit
225543,1,LIFE CARE CENTER OF WILBRAHAM,Hampden,MA,For profit
225544,2,WINGATE AT SILVER LAKE,Plymouth,MA,For profit
225545,0,COURTYARD NURSING CARE CENTER,Middlesex,MA,For profit
225546,2,LIFE CARE CENTER OF MERRIMACK VALLEY,Middlesex,MA,For profit
225548,2,BLAIRE HOUSE OF TEWKSBURY,Middlesex,MA,For profit
225555,0,MARY ANN MORSE NURSING & REHABILITATION,Middlesex,MA,Non profit
225556,2,MONT MARIE REHABILITATION & HEALTHCARE CENTER,Hampden,MA,For profit
225557,1,EASTPOINTE REHAB CENTER,Suffolk,MA,For profit
225558,1,BEAR MOUNTAIN AT ANDOVER,Essex,MA,For profit
225562,0,MILFORD CENTER,Worcester,MA,For profit
225564,1,LIFE CARE CENTER OF ATTLEBORO,Bristol,MA,For profit
225568,1,WILMINGTON REHAB CENTER,Middlesex,MA,For profit
225569,1,LIFE CARE CENTER OF NASHOBA VALLEY,Middlesex,MA,For profit
225573,1,SANCTA MARIA NURSING FACILITY,Middlesex,MA,Non profit
225576,3,HEATHWOOD HEALTHCARE,Middlesex,MA,For profit
225577,1,NOTRE DAME LONG TERM CARE CENTER,Worcester,MA,Non profit
225584,1,PARK AVENUE HEALTH CENTER,Middlesex,MA,For profit
225586,2,WESTFORD HOUSE,Middlesex,MA,For profit
225594,2,BEAUMONT AT UNIVERSITY CAMPUS,Worcester,MA,For profit
225597,1,SOUTHWOOD AT NORWELL NURSING CTR,Plymouth,MA,For profit
225598,0,"WATERVIEW LODGE LLC, REHABILITATION & HEALTHCARE",Middlesex,MA,For profit
225613,1,POPE NURSING HOME,Norfolk,MA,For profit
225634,2,CARE ONE AT WEYMOUTH,Norfolk,MA,For profit
225642,3,AGAWAM HEALTHCARE,Hampden,MA,For profit
225648,1,HOLY TRINITY EASTERN ORTHODOX N & R CENTER,Worcester,MA,Non profit
225651,1,ALLIANCE HEALTH AT ROSEWOOD,Essex,MA,Non profit
225653,1,COPLEY AT STOUGHTON - BAYSTATE CONSOLIDATED PROPER,Norfolk,MA,For profit
225654,1,BENJAMIN HEALTHCARE CENTER,Suffolk,MA,Non profit
225655,0,LIFE CARE CENTER OF RAYNHAM,Bristol,MA,For profit
225656,2,"CAMPION HEALTH & WELLNESS, INC",Middlesex,MA,Non profit
225662,1,HARBOR HOUSE NURSING & REHABILITATION CENTER,Plymouth,MA,For profit
225663,1,CARE ONE AT CONCORD,Middlesex,MA,For profit
225666,0,LIFE CARE CENTER OF PLYMOUTH,Plymouth,MA,For profit
225667,2,PLEASANT BAY OF BREWSTER REHAB CENTER,Barnstable,MA,For profit
225668,1,MEADOWS OF CENTRAL MASSACHUSETTS (THE),Worcester,MA,For profit
225672,1,COMMONS RESIDENCE AT ORCHARD COVE,Norfolk,MA,Non profit
225680,0,ALLIANCE HEALTH AT MARINA BAY,Norfolk,MA,Non profit
225682,2,OAK KNOLL HEALTHCARE CENTER,Middlesex,MA,For profit
225683,2,STONE REHABILITATION AND SENIOR LIVING,Middlesex,MA,Non profit
225690,0,BAYPOINTE REHAB CENTER,Plymouth,MA,For profit
225691,2,LOOMIS LAKESIDE AT REEDS LANDING,Hampden,MA,Non profit
225695,2,WINGATE AT NEEDHAM,Norfolk,MA,For profit
225704,1,LIFE CARE CENTER OF WEST BRIDGEWATER,Plymouth,MA,For profit
225710,1,BEAR MOUNTAIN AT SUDBURY,Middlesex,MA,For profit
225718,2,HANCOCK PARK REHABILITATION AND NURSING CENTER,Norfolk,MA,For profit
225720,0,CARE ONE AT MILLBURY,Worcester,MA,For profit
225724,1,"MEADOWS, THE",Essex,MA,Non profit
225727,1,BEAUMONT REHAB & SKILLED NURSING CTR - NATICK,Middlesex,MA,For profit
225732,1,LIFE CARE CENTER OF STONEHAM,Middlesex,MA,For profit
225736,1,GREENWOOD NURSING & REHABILITATION CENTER,Middlesex,MA,For profit
225740,1,HUNT NURSING & REHAB CENTER,Essex,MA,Non profit
225748,1,PHILLIPS MANOR NURSING HOME,Essex,MA,For profit
225750,2,MASCONOMET HEALTHCARE CENTER,Essex,MA,For profit
225752,1,SERENITY HILL NURSING CENTER,Norfolk,MA,For profit
225756,1,WINGATE AT CHESTNUT HILL,Middlesex,MA,For profit
225759,1,RECUPERATIVE SERVICES UNIT-HEBREW REHAB CENTER,Suffolk,MA,Non profit
225760,0,LYDIA TAFT HOUSE,Worcester,MA,For profit
225766,1,HERITAGE HALL NORTH,Hampden,MA,For profit
225769,1,ALLIANCE HEALTH AT BRAINTREE,Norfolk,MA,Non profit
225770,3,BRIGHTON HOUSE REHABILITATION & NURSING CENTER,Suffolk,MA,For profit
225774,0,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,Norfolk,MA,Non profit
225775,1,LEONARD FLORENCE CENTER FOR LIVING,Suffolk,MA,Non profit
225781,0,SEVEN HILLS PEDIATRIC CENTER,Middlesex,MA,Non profit
225782,0,BENCHMARK SNR LIVING AT THE COMMONS IN LINCOLN SNF,Middlesex,MA,For profit
235009,3,THORNAPPLE MANOR,Barry,MI,Government
235015,1,INGHAM COUNTY MEDICAL CARE FAC,Ingham,MI,Government
235021,1,CHELSEA RETIREMENT COMMUNITY,Washtenaw,MI,Non profit
235036,2,"MEDILODGE OF ROCHESTER HILLS, INC",Oakland,MI,For profit
235037,2,ISABELLA CO MEDICAL CARE FACIL,Isabella,MI,Government
235056,3,HOYT NURSING & REHAB CENTRE,Saginaw,MI,For profit
235057,2,HEARTLAND HEALTH CARE CENTER-LIVONIA,Wayne,MI,Non profit
235058,2,LAPEER COUNTY MEDICAL CARE FAC,Lapeer,MI,Government
235089,2,TUSCOLA COUNTY MEDICAL CARE FACILITY,Tuscola,MI,Government
235102,2,"AMBASSADOR, A VILLA CENTER",Wayne,MI,For profit
235109,1,HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS,Wayne,MI,Non profit
235120,0,MARYCREST MANOR,Wayne,MI,Non profit
235123,1,"DURAND SENIOR CARE AND REHAB CENTER, L L C",Shiawassee,MI,For profit
235155,3,MARTHA T BERRY MCF,Macomb,MI,Government
235164,3,PINE RIDGE - A REHABILITATION AND NURSING CENTER,Berrien,MI,Non profit
235177,0,HARTFORD NURSING & REHABILITATION CENTER,Wayne,MI,For profit
235184,3,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,Genesee,MI,Non profit
235197,2,HILLSDALE CO MEDICAL CARE FACI,Hillsdale,MI,Government
235201,1,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,Crawford,MI,For profit
235207,0,OAKPOINTE SENIOR CARE AND REHAB CENTER,Wayne,MI,For profit
235214,2,CAMBRIDGE NORTH HEALTHCARE CENTER,Oakland,MI,For profit
235217,1,SKLD BLOOMFIELD HILLS,Oakland,MI,For profit
235225,0,FOUNTAIN VIEW OF MONROE,Monroe,MI,For profit
235226,4,MEDILODGE OF GRAND BLANC,Genesee,MI,For profit
235228,1,CHERRY HILL FOR NURSING AND REHABILITATION,Wayne,MI,For profit
235234,3,HERITAGE MANOR NURSING AND REHAB CENTER,Wayne,MI,For profit
235236,2,BURCHAM HILLS RETIREMENT CTR,Ingham,MI,Non profit
235245,2,BRITTANY MANOR,Midland,MI,For profit
235250,3,SAMARITAS SENIOR LIVING SAGINAW,Saginaw,MI,Non profit
235252,2,LOURDES REHABILITATION AND HEALTHCARE CENTER,Oakland,MI,Non profit
235253,5,LAURELS OF KENT (THE),Kent,MI,For profit
235263,4,MEDILODGE OF STERLING HEIGHTS,Macomb,MI,For profit
235269,3,WELLSPRING LUTHERAN SERVICES,Saginaw,MI,Non profit
235280,0,MEDILODGE OF ALPENA,Alpena,MI,For profit
235282,3,MEDILODGE OF KALAMAZOO,Kalamazoo,MI,For profit
235286,1,MEDILODGE OF CASS CITY,Tuscola,MI,For profit
235288,2,MARVIN & BETTY DANTO FAMILY HEALTH CARE CENTER,Oakland,MI,Non profit
235293,5,MEDILODGE OF FARMINGTON,Oakland,MI,For profit
235294,0,MISSION POINT NRSG AND REHAB CTR OF CEDAR SPRINGS,Kent,MI,For profit
235296,3,MEDILODGE OF SOUTHFIELD,Oakland,MI,For profit
235297,2,RIVERGATE HEALTH CARE CENTER,Wayne,MI,For profit
235298,3,"FATHER MURRAY, A VILLA CENTER",Macomb,MI,For profit
235299,1,LAURELS OF BEDFORD (THE),Calhoun,MI,For profit
235300,2,MEDILODGE OF TAYLOR,Wayne,MI,For profit
235319,2,REGENCY AT ST CLAIR SHORES,Macomb,MI,For profit
235320,2,LAHSER HILLS CARE CENTRE,Oakland,MI,For profit
235322,1,OAKRIDGE MANOR NURSING & REHAB CENTER LLC,Oakland,MI,For profit
235325,2,THE VILLA AT CITY CENTER,Macomb,MI,For profit
235330,2,MEDILODGE OF LIVINGSTON,Livingston,MI,For profit
235332,1,"WESTLAND, A VILLA CENTER",Wayne,MI,For profit
235333,1,"REGENCY, A VILLA CENTER",Wayne,MI,For profit
235343,2,KITH HAVEN,Genesee,MI,For profit
235351,2,SKLD PLYMOUTH,Wayne,MI,For profit
235365,1,SKLD LIVONIA,Wayne,MI,For profit
235367,3,NORLITE NURSING CENTER,Marquette,MI,For profit
235370,4,MEDILODGE OF ST CLAIR,St. Clair,MI,For profit
235374,3,WEST OAKS SENIOR CARE & REHAB CENTER,Wayne,MI,For profit
235375,1,APPLEWOOD NURSING CENTER INC,Wayne,MI,For profit
235376,1,BELLE FOUNTAIN NURSING & REHABILITATION CENTER,Wayne,MI,For profit
235396,1,THE VILLA AT SILVERBELL ESTATES,Oakland,MI,For profit
235401,4,CLARK RETIREMENT COMMUNITY,Kent,MI,Non profit
235402,3,THE VILLA AT GREAT LAKES CROSSING,Wayne,MI,For profit
235421,2,MEDILODGE OF PORT HURON,St. Clair,MI,For profit
235427,3,AUTUMN WOODS RESIDENTIAL HLTH,Macomb,MI,For profit
235428,3,HEARTLAND HEALTH CARE CENTER-DEARBORN HEIGHTS,Wayne,MI,Non profit
235432,0,GRAYLING NURSING & REHAB COMMUNITY,Crawford,MI,For profit
235439,1,HEARTLAND HEALTH CARE CENTER-ALLEN PARK,Wayne,MI,Non profit
235442,3,GREAT LAKES REHAB CENTER,Saginaw,MI,For profit
235443,2,SHOREPOINTE NURSING CENTER,Macomb,MI,For profit
235445,1,FAIRLANE SENIOR CARE AND REHAB CENTER,Wayne,MI,For profit
235452,0,REGENCY HEIGHTS-DETROIT,Wayne,MI,For profit
235453,1,SANCTUARY AT FRASER VILLA,Macomb,MI,Non profit
235454,2,THE BAY AT ELMWOOD HEALTH & REHABILITATION CENTER,Wayne,MI,For profit
235462,1,BEAUMONT REHAB & CONTINUING CARE FARMINGTON HILLS,Oakland,MI,Non profit
235463,3,THE VILLA AT THE PARK,Wayne,MI,For profit
235467,2,FOUR CHAPLAINS NRSG CARE CTR,Wayne,MI,For profit
235470,1,BELLBROOK,Oakland,MI,Non profit
235473,2,MEDILODGE OF SHORELINE,Macomb,MI,For profit
235477,2,POMEROY LIVING ROCHESTER SKILLED REHABILITATION,Oakland,MI,For profit
235479,2,REGENCY AT LIVONIA,Wayne,MI,For profit
235480,3,ADVANTAGE LIVING CENTER - HARPER WOODS,Wayne,MI,For profit
235481,0,LAKE ORION NURSING CENTER,Oakland,MI,Non profit
235482,3,FENTON HEALTHCARE,Genesee,MI,For profit
235484,1,POMEROY LIVING STERLING SKILLED REHABILITATION,Macomb,MI,For profit
235488,1,WEST BLOOMFIELD HEALTH AND REHABILITATION CENTER,Oakland,MI,For profit
235489,1,THE VILLA AT GREEN LAKE ESTATES,Oakland,MI,For profit
235491,3,ADVANTAGE LIVING CENTER - ROSEVILLE,Macomb,MI,For profit
235498,0,"BOULEVARD TEMPLE CARE CENTER, LLC",Wayne,MI,For profit
235500,1,OMNI CONTINUING CARE,Wayne,MI,For profit
235503,3,THE VILLA AT PARKRIDGE,Washtenaw,MI,For profit
235506,1,SHELBY HEALTH AND REHABILITATION CENTER,Macomb,MI,For profit
235509,2,ADVANTAGE LIVING CENTER - WARREN,Macomb,MI,For profit
235514,2,"IMPERIAL, A VILLA CENTER",Wayne,MI,For profit
235515,3,LAKEVIEW MANOR HEALTHCARE CENTER,Iosco,MI,For profit
235516,1,RIVERGATE TERRACE,Wayne,MI,For profit
235518,2,MAPLE WOODS MANOR,Genesee,MI,For profit
235521,2,ADVANTAGE LIVING CENTER - WAYNE,Wayne,MI,For profit
235528,3,THE VILLAGE OF EAST HARBOR,Macomb,MI,Non profit
235529,2,THE MANOR OF NOVI,Oakland,MI,For profit
235536,4,ADVANTAGE LIVING CENTER - BATTLE CREEK,Calhoun,MI,For profit
235538,2,RIDGECREST HEALTH CAMPUS,Jackson,MI,For profit
235547,1,"LAKEPOINTE SENIOR CARE AND REHAB CENTER, L L C",Macomb,MI,For profit
235548,1,"INN AT FREEDOM VILLAGE, THE",Ottawa,MI,For profit
235550,0,WILLOWBROOK MANOR,Genesee,MI,For profit
235553,2,MEDILODGE OF ROGERS CITY,Presque Isle,MI,For profit
235555,1,CANTERBURY ON THE LAKE,Oakland,MI,Non profit
235556,3,WOODWARD HILLS HEALTH AND REHABILITATION CTR,Oakland,MI,For profit
235562,0,BLOOMFIELD ORCHARD VILLA,Oakland,MI,For profit
235578,3,FOUR SEASONS NURSING CENTER OF WESTLAND,Wayne,MI,For profit
235580,2,HEARTLAND HEALTH CARE CENTER-ANN ARBOR,Washtenaw,MI,Non profit
235582,2,EVERGREEN HEALTH AND REHABILITATION CENTER,Oakland,MI,For profit
235589,3,LAKELAND CENTER (THE),Oakland,MI,For profit
235593,1,"HENRY FORD VILLAGE, INC",Wayne,MI,Non profit
235615,2,CARETEL INNS OF BRIGHTON,Livingston,MI,For profit
235617,2,REGENCY MANOR NURSING & REHABILITATION CENTER,Macomb,MI,For profit
235618,0,HEARTLAND HEALTH CARE CENTER-CANTON,Wayne,MI,Non profit
235619,2,CHURCH OF CHRIST CARE CENTER,Macomb,MI,Non profit
235626,1,HEARTLAND HEALTH CARE CENTER-OAKLAND,Oakland,MI,Non profit
235637,1,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,Kalamazoo,MI,For profit
235641,2,CHESANING NURSING AND REHABILITATION CENTER,Saginaw,MI,For profit
235647,2,MEDILODGE OF OKEMOS,Ingham,MI,For profit
235657,0,REGENCY AT CANTON,Wayne,MI,For profit
235658,0,REGENCY AT BLUFFS PARK,Washtenaw,MI,For profit
235659,2,RIVERVIEW HEALTH & REHAB CENTER,Wayne,MI,For profit
235662,2,SHELBY CROSSING HEALTH CAMPUS,Macomb,MI,For profit
235663,3,NOTTING HILL OF WEST BLOOMFIELD,Oakland,MI,For profit
235664,2,CAMBRIDGE SOUTH HEALTHCARE CTR,Oakland,MI,For profit
235665,2,HEARTLAND HEALTH CARE CENTER - STERLING HEIGHTS,Macomb,MI,Non profit
235666,2,REGENCY AT GRAND BLANC,Genesee,MI,For profit
235668,3,WELLBRIDGE OF BRIGHTON,Livingston,MI,For profit
235702,2,"WELLBRIDGE OF NOVI, LLC",Oakland,MI,For profit
235706,2,REGENCY AT LANSING WEST,Eaton,MI,For profit
235710,1,REGENCY AT SHELBY TOWNSHIP,Macomb,MI,For profit
235715,1,WELLBRIDGE OF FENTON,Genesee,MI,For profit
235719,2,LAKESIDE MANOR NURSING AND REHABILITATION CENTER,Macomb,MI,For profit
235722,0,MISSION POINT NURSING AND REHAB CENTER OF HOLLY,Oakland,MI,For profit
235723,1,HEALTHBRIDGE POST-ACUTE REHABILITATION,Kent,MI,For profit
235725,0,AERIUS HEALTH CENTER,Wayne,MI,For profit
235726,0,WELLBRIDGE OF CLARKSTON,Oakland,MI,For profit
245052,3,MOORHEAD REHABILITATION & HEALTHCARE CENTER,Clay,MN,For profit
245055,1,WALKER METHODIST HEALTH CENTER,Hennepin,MN,Non profit
245071,1,MOUNT OLIVET CAREVIEW HOME,Hennepin,MN,Non profit
245102,1,SAUER HEALTH CARE,Winona,MN,Non profit
245105,0,THE ESTATES AT ROSEVILLE LLC,Ramsey,MN,For profit
245149,2,GOOD SAMARITAN AMBASSADOR,Hennepin,MN,Non profit
245164,3,NEW BRIGHTON A VILLA CENTER,Ramsey,MN,For profit
245182,2,THE VILLA AT ST LOUIS PARK,Hennepin,MN,For profit
245183,2,NORTH RIDGE HEALTH AND REHAB,Hennepin,MN,For profit
245184,2,ROCHESTER EAST HEALTH SERVICES,Olmsted,MN,For profit
245203,1,THE VILLA AT BRYN MAWR,Hennepin,MN,For profit
245205,4,ANOKA REHABILITATION AND LIVING CENTER,Anoka,MN,Non profit
245229,0,FRIENDSHIP VILLAGE OF BLOOMINGTON,Hennepin,MN,Non profit
245235,2,WOODBURY HEALTH CARE CENTER,Washington,MN,Non profit
245255,3,CERENITY CARE CENTER ON HUMBOLDT,Ramsey,MN,Non profit
245265,2,ST FRANCIS HOME,Wilkin,MN,Non profit
245266,0,BENEDICTINE HEALTH CENTER OF MINNEAPOLIS,Hennepin,MN,Non profit
245271,1,PROVIDENCE PLACE,Hennepin,MN,Non profit
245272,1,MARTIN LUTHER CARE CENTER,Hennepin,MN,For profit
245275,3,EDENBROOK OF EDINA,Hennepin,MN,Non profit
245282,2,CHARTER HOUSE,Olmsted,MN,Non profit
245289,3,CENTENNIAL GARDENS FOR NURSING & REHABILITATION,Hennepin,MN,For profit
245293,1,HOPKINS HEALTH SERVICES,Hennepin,MN,For profit
245295,3,THE EMERALDS AT ST PAUL LLC,Ramsey,MN,For profit
245310,3,BENEDICTINE HEALTH CENTER INNSBRUCK,Ramsey,MN,Non profit
245318,2,GOOD SAMARITAN SOCIETY - INTERNATIONAL FALLS,Koochiching,MN,Non profit
245322,2,COVENANT LIVING OF GOLDEN VALLEY CARE & REHAB CTR,Hennepin,MN,Non profit
245326,3,ROSE OF SHARON A VILLA CENTER,Ramsey,MN,For profit
245332,2,THE ESTATES AT EXCELSIOR LLC,Hennepin,MN,For profit
245336,2,THE ESTATES AT DELANO LLC,Wright,MN,For profit
245340,3,GALTIER A VILLA CENTER,Ramsey,MN,For profit
245343,1,MINNESOTA MASONIC HOME CARE CENTER,Hennepin,MN,Non profit
245353,2,CAMILIA ROSE CARE CENTER LLC,Anoka,MN,For profit
245361,3,"MEEKER MANOR REHABILITATION CENTER, LLC",Meeker,MN,For profit
245407,0,ST JOHN LUTHERAN HOME,Brown,MN,Non profit
245421,1,NEW BRIGHTON CARE CENTER,Ramsey,MN,For profit
245424,2,PRESBYTERIAN HOMES OF ARDEN HILLS,Ramsey,MN,Non profit
245439,0,CATHOLIC ELDERCARE ON MAIN,Hennepin,MN,Non profit
245460,1,JONES HARRISON RESIDENCE,Hennepin,MN,Non profit
245461,2,EVENTIDE LUTHERAN HOME,Clay,MN,Non profit
245493,1,AUGUSTANA CHAPEL VIEW CARE CENTER,Hennepin,MN,Non profit
245534,0,CAPITOL VIEW TRANSITIONAL CARE CENTER,Ramsey,MN,Non profit
245553,0,PARKVIEW MANOR NURSING HOME,Nobles,MN,Government
245556,1,PRESBYTERIAN HOMES OF BLOOMINGTON,Hennepin,MN,For profit
245561,1,NORTHFIELD CARE CENTER INC,Rice,MN,Non profit
245574,1,SHOLOM HOME WEST,Hennepin,MN,Non profit
245615,1,GABLES OF BOUTWELLS LANDING,Washington,MN,Non profit
245619,1,SAINT THERESE AT OXBOW LAKE,Hennepin,MN,Non profit
245620,1,MN VETERANS HOME MINNEAPOLIS,Hennepin,MN,Government
245626,0,ROCHESTER REHABILITATION AND LIVING CENTER,Olmsted,MN,Non profit
245627,1,THE BIRCHES AT TRILLIUM WOODS,Hennepin,MN,For profit
24E185,1,BYWOOD EAST HEALTH CARE,Hennepin,MN,For profit
255119,2,DIVERSICARE OF AMORY,Monroe,MS,For profit
255301,1,"CARRINGTON, LLC D/B/A THE CARRINGTON",Oktibbeha,MS,For profit
255334,1,"TUNICA COUNTY HEALTH & REHAB, LLC",Tunica,MS,For profit
255342,1,MS CARE CENTER OF RALEIGH,Smith,MS,For profit
265118,2,FRONTIER HEALTH & REHABILITATION,St. Charles,MO,For profit
265325,3,DELMAR GARDENS NORTH,St. Louis,MO,For profit
265374,3,GRANDVIEW HEALTHCARE CENTER,Franklin,MO,For profit
265610,1,LIFE CARE CENTER OF ST LOUIS,St. Louis City,MO,For profit
275061,1,MARIAS CARE CENTER,Toole,MT,For profit
285019,0,DOUGLAS COUNTY HEALTH CENTER,Douglas,NE,Government
285160,1,ST. JOSEPH'S REHABILITATION & CARE CENTER,Madison,NE,Non profit
285268,1,PAPILLION MANOR,Sarpy,NE,Non profit
295006,1,LAS VEGAS POST ACUTE & REHABILITATION,Clark,NV,For profit
295008,2,EL JEN CONVALESCENT HOSPITAL AND RETIREMENT CENTER,Clark,NV,For profit
295017,2,HORIZON HEALTH AND REHABILITATION CENTER,Clark,NV,For profit
295021,1,"PREMIER HEALTH & REHABILITATION CENTER OF LV, LP",Clark,NV,For profit
295036,2,NORTH LAS VEGAS CARE CENTER,Clark,NV,For profit
295041,2,DELMAR GARDENS OF GREEN VALLEY,Clark,NV,For profit
295043,2,LAKESIDE HEALTH & WELLNESS SUITES,Washoe,NV,For profit
295044,1,HEARTHSTONE OF NORTHERN NEVADA,Washoe,NV,For profit
295048,1,HARMON HOSPITAL - SNF,Clark,NV,For profit
295052,2,LIFE CARE CENTER OF LAS VEGAS,Clark,NV,For profit
295055,2,COLLEGE PARK REHABILITATION CENTER,Clark,NV,For profit
295066,1,SILVER HILLS HEALTH CARE CENTER,Clark,NV,For profit
295071,4,TLC CARE CENTER,Clark,NV,For profit
295072,1,SILVER RIDGE HEALTHCARE CENTER,Clark,NV,For profit
295073,1,ROYAL SPRINGS HEALTHCARE AND REHAB,Clark,NV,For profit
295076,2,LIFE CARE CENTER OF SOUTH LAS VEGAS,Clark,NV,For profit
295077,0,ALTA SKILLED NURSING AND REHABILITATION CENTER,Washoe,NV,For profit
295081,1,NEVADA STATE VETERANS HOME - BOULDER CITY,Clark,NV,Government
295083,2,"THE HEIGHTS OF SUMMERLIN, LLC",Clark,NV,For profit
295084,2,NEURORESTORATIVE 4 KIDS,Clark,NV,For profit
295091,1,CAREMERIDIAN-BUFFALO,Clark,NV,For profit
295092,0,ADVANCED HEALTH CARE OF SUMMERLIN,Clark,NV,For profit
295095,0,"TRANSITIONAL CARE OF LAS VEGAS, LLC",Clark,NV,For profit
29E021,1,GAYE HAVEN INTERMEDIATE CARE FACILITY,Clark,NV,For profit
29E037,3,MISSION PINES NURSING & REHABILITATION CENTER,Clark,NV,For profit
305009,0,HANOVER HILL HEALTH CARE CENTER,Hillsborough,NH,For profit
305039,1,PLEASANT VALLEY NURSING CENTER,Rockingham,NH,For profit
305095,0,DERRY CENTER FOR REHABILITATION AND HEALTHCARE,Rockingham,NH,For profit
315001,1,MERWICK CARE & REHABILITATION CENTER,Middlesex,NJ,For profit
315002,1,CARE ONE AT SOMERSET VALLEY,Somerset,NJ,For profit
315005,1,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,Union,NJ,For profit
315008,1,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,Camden,NJ,For profit
315009,2,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,Union,NJ,For profit
315010,0,ELMORA HILLS HEALTH & REHABILITATION CENTER,Union,NJ,For profit
315013,2,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,Camden,NJ,For profit
315015,3,MADISON CENTER,Monmouth,NJ,For profit
315017,0,BERGEN NEW BRIDGE  MEDICAL CENTER,Bergen,NJ,Government
315021,1,DAUGHTERS OF MIRIAM CENTER,Passaic,NJ,Non profit
315022,0,MEADOW LAKES,Mercer,NJ,Non profit
315029,1,DAUGHTERS OF ISRAEL PLEASANT VALLEY HOME,Essex,NJ,Non profit
315036,0,ARBOR GLEN CENTER,Essex,NJ,For profit
315037,2,TEANECK NURSING CENTER,Bergen,NJ,For profit
315038,2,COMPLETE CARE AT SUMMIT RIDGE,Essex,NJ,For profit
315039,1,ROOSEVELT CARE CENTER,Middlesex,NJ,Government
315042,2,LINCOLN PARK RENAISSANCE REHAB & NURSING,Morris,NJ,For profit
