x1,provname,county,state,ownership_type,provnum,address,city_raw,zip,survey_date_output,surveytype,defpref,category,tag,tag_desc,scope,defstat,statdate,cycle,standard,complaint,filedate,address_norm,zip5,city_clean,year,def_boolean
42,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,Kern,CA,For profit,056294,3601 SAN DIMAS,BAKERSFIELD,93301,2018-08-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-17,2,N,Y,2020-02-01,3601 SAN DIMAS,93301,BAKERSFIELD,2018,1
42,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,Kern,CA,For profit,056294,3601 SAN DIMAS,BAKERSFIELD,93301,2018-03-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-04-10,2,Y,N,2020-02-01,3601 SAN DIMAS,93301,BAKERSFIELD,2018,1
42,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,Kern,CA,For profit,056294,3601 SAN DIMAS,BAKERSFIELD,93301,2017-08-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-13,3,N,Y,2020-02-01,3601 SAN DIMAS,93301,BAKERSFIELD,2017,1
42,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,Kern,CA,For profit,056294,3601 SAN DIMAS,BAKERSFIELD,93301,2017-02-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-04-06,3,Y,N,2020-02-01,3601 SAN DIMAS,93301,BAKERSFIELD,2017,1
43,THE ORCHARDS POST-ACUTE,Kern,CA,For profit,555702,730 34 STREET,BAKERSFIELD,93301,2018-12-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-01-04,1,Y,N,2020-02-01,730 34 ST,93301,BAKERSFIELD,2018,1
43,THE ORCHARDS POST-ACUTE,Kern,CA,For profit,555702,730 34 STREET,BAKERSFIELD,93301,2018-02-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-28,2,N,Y,2020-02-01,730 34 ST,93301,BAKERSFIELD,2018,1
43,THE ORCHARDS POST-ACUTE,Kern,CA,For profit,555702,730 34 STREET,BAKERSFIELD,93301,2018-01-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-09,2,Y,N,2020-02-01,730 34 ST,93301,BAKERSFIELD,2018,1
44,AFFINITY HEALTHCARE CENTER,Los Angeles,CA,For profit,056166,7039 ALONDRA BLVD,PARAMOUNT,90723,2018-08-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-15,2,Y,N,2020-02-01,7039 ALONDRA BLVD,90723,PARAMOUNT,2018,1
44,AFFINITY HEALTHCARE CENTER,Los Angeles,CA,For profit,056166,7039 ALONDRA BLVD,PARAMOUNT,90723,2017-07-27,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-22,3,Y,N,2020-02-01,7039 ALONDRA BLVD,90723,PARAMOUNT,2017,1
45,ALAMEDA CARE CENTER,Los Angeles,CA,For profit,555690,925 W. ALAMEDA AVE.,BURBANK,91506,2019-11-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-14,1,Y,N,2020-02-01,925 W ALAMEDA AVE,91506,BURBANK,2019,1
45,ALAMEDA CARE CENTER,Los Angeles,CA,For profit,555690,925 W. ALAMEDA AVE.,BURBANK,91506,2018-09-27,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-09,2,N,Y,2020-02-01,925 W ALAMEDA AVE,91506,BURBANK,2018,1
45,ALAMEDA CARE CENTER,Los Angeles,CA,For profit,555690,925 W. ALAMEDA AVE.,BURBANK,91506,2017-06-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-23,3,N,Y,2020-02-01,925 W ALAMEDA AVE,91506,BURBANK,2017,1
45,ALAMEDA CARE CENTER,Los Angeles,CA,For profit,555690,925 W. ALAMEDA AVE.,BURBANK,91506,2017-11-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-12-12,3,Y,N,2020-02-01,925 W ALAMEDA AVE,91506,BURBANK,2017,1
46,ALAMITOS BELMONT REHAB HOSPITA,Los Angeles,CA,For profit,056125,3901 E FOURTH STREET,LONG BEACH,90814,2018-11-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-12-21,2,Y,N,2020-02-01,3901 E FOURTH ST,90814,LONG BEACH,2018,1
46,ALAMITOS BELMONT REHAB HOSPITA,Los Angeles,CA,For profit,056125,3901 E FOURTH STREET,LONG BEACH,90814,2017-12-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-01-12,3,Y,N,2020-02-01,3901 E FOURTH ST,90814,LONG BEACH,2017,1
47,ALCOTT REHABILITATION HOSPITAL,Los Angeles,CA,For profit,056293,,,,,,,,,,,,,,,,,,,,,0
48,ALDEN TERRACE CONVALESCENT HOSPITAL,Los Angeles,CA,For profit,056237,1240 S HOOVER ST,LOS ANGELES,90006,2019-12-30,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2020-01-29,1,Y,N,2020-02-01,1240 S HOOVER ST,90006,LOS ANGELES,2019,1
49,ALEXANDRIA CARE CENTER,Los Angeles,CA,For profit,056113,1515 N ALEXANDRIA AVE.,LOS ANGELES,90027,2019-04-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-03,2,Y,N,2020-02-01,1515 N ALEXANDRIA AVE,90027,LOS ANGELES,2019,1
49,ALEXANDRIA CARE CENTER,Los Angeles,CA,For profit,056113,1515 N ALEXANDRIA AVE.,LOS ANGELES,90027,2017-08-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",B,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-01,3,N,Y,2020-02-01,1515 N ALEXANDRIA AVE,90027,LOS ANGELES,2017,1
49,ALEXANDRIA CARE CENTER,Los Angeles,CA,For profit,056113,1515 N ALEXANDRIA AVE.,LOS ANGELES,90027,2018-10-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-12-18,3,Y,Y,2020-02-01,1515 N ALEXANDRIA AVE,90027,LOS ANGELES,2018,1
50,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",Los Angeles,CA,For profit,055760,,,,,,,,,,,,,,,,,,,,,0
51,ALHAMBRA HOSPITAL MED CTR DP/SNF,Los Angeles,CA,For profit,555850,100 S RAYMOND AVE,ALHAMBRA,91801,2019-08-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-28,1,Y,N,2020-02-01,100 S RAYMOND AVE,91801,ALHAMBRA,2019,1
51,ALHAMBRA HOSPITAL MED CTR DP/SNF,Los Angeles,CA,For profit,555850,100 S RAYMOND AVE,ALHAMBRA,91801,2017-07-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-07,3,Y,N,2020-02-01,100 S RAYMOND AVE,91801,ALHAMBRA,2017,1
52,ARARAT CONVALESCENT HOSPITAL,Los Angeles,CA,Non profit,555126,,,,,,,,,,,,,,,,,,,,,0
53,ARARAT NURSING FACILITY,Los Angeles,CA,Non profit,555579,15099 MISSION HILLS ROAD,MISSION HILLS,91345,2019-03-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-04-18,1,Y,N,2020-02-01,15099 MISSION HLS RD,91345,MISSION HILLS,2019,1
54,ASTORIA NURSING AND REHAB CENTER,Los Angeles,CA,For profit,056084,14040 ASTORIA STREET,SYLMAR,91342,2019-06-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-22,1,Y,N,2020-02-01,14040 ASTORIA ST,91342,SYLMAR,2019,1
54,ASTORIA NURSING AND REHAB CENTER,Los Angeles,CA,For profit,056084,14040 ASTORIA STREET,SYLMAR,91342,2018-06-04,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-28,2,Y,N,2020-02-01,14040 ASTORIA ST,91342,SYLMAR,2018,1
54,ASTORIA NURSING AND REHAB CENTER,Los Angeles,CA,For profit,056084,14040 ASTORIA STREET,SYLMAR,91342,2017-05-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-15,3,Y,Y,2020-02-01,14040 ASTORIA ST,91342,SYLMAR,2017,1
55,AUTUMN HILLS HEALTH CARE CENTER,Los Angeles,CA,For profit,055288,430 N.GLENDALE AVE,GLENDALE,91206,2019-08-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-29,1,Y,N,2020-02-01,430 N GLENDALE AVE,91206,GLENDALE,2019,1
56,BAY CREST CARE CENTER,Los Angeles,CA,For profit,055559,3750 GARNET STREET,TORRANCE,90503,2018-03-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-04-19,2,Y,N,2020-02-01,3750 GARNET ST,90503,TORRANCE,2018,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2019-12-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-18,1,N,Y,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2019,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2019-09-17,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-11-01,1,N,Y,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2019,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2019-08-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-03,1,Y,N,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2019,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2018-02-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-13,2,N,Y,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2018,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2018-08-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-24,2,Y,N,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2018,1
57,BEACHWOOD POST-ACUTE & REHAB,Los Angeles,CA,For profit,056334,1340 15TH STREET,SANTA MONICA,90404,2017-08-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-01,3,Y,N,2020-02-01,1340 15 TH ST,90404,SANTA MONICA,2017,1
58,BEACON HEALTHCARE CENTER,Los Angeles,CA,For profit,056331,919 N SUNSET AVE,WEST COVINA,91790,2019-08-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-09,1,N,Y,2020-02-01,919 N SUNSET AVE,91790,WEST COVINA,2019,1
58,BEACON HEALTHCARE CENTER,Los Angeles,CA,For profit,056331,919 N SUNSET AVE,WEST COVINA,91790,2019-08-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-27,1,Y,N,2020-02-01,919 N SUNSET AVE,91790,WEST COVINA,2019,1
58,BEACON HEALTHCARE CENTER,Los Angeles,CA,For profit,056331,919 N SUNSET AVE,WEST COVINA,91790,2018-09-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-02,2,Y,N,2020-02-01,919 N SUNSET AVE,91790,WEST COVINA,2018,1
58,BEACON HEALTHCARE CENTER,Los Angeles,CA,For profit,056331,919 N SUNSET AVE,WEST COVINA,91790,2017-09-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-03,3,Y,N,2020-02-01,919 N SUNSET AVE,91790,WEST COVINA,2017,1
59,BEL TOOREN VILLA CONVALESCENT,Los Angeles,CA,For profit,055918,16910 WOODRUFF AVE.,BELLFLOWER,90706,2019-08-30,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-01,1,Y,N,2020-02-01,16910 WOODRUFF AVE,90706,BELLFLOWER,2019,1
59,BEL TOOREN VILLA CONVALESCENT,Los Angeles,CA,For profit,055918,16910 WOODRUFF AVE.,BELLFLOWER,90706,2018-06-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-28,2,N,Y,2020-02-01,16910 WOODRUFF AVE,90706,BELLFLOWER,2018,1
59,BEL TOOREN VILLA CONVALESCENT,Los Angeles,CA,For profit,055918,16910 WOODRUFF AVE.,BELLFLOWER,90706,2018-08-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-18,2,Y,N,2020-02-01,16910 WOODRUFF AVE,90706,BELLFLOWER,2018,1
60,BELL CONVALESCENT HOSPITAL,Los Angeles,CA,For profit,056218,4900 E. FLORENCE AVE,BELL,90201,2019-05-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-23,1,Y,N,2020-02-01,4900 E FLORENCE AVE,90201,BELL,2019,1
60,BELL CONVALESCENT HOSPITAL,Los Angeles,CA,For profit,056218,4900 E. FLORENCE AVE,BELL,90201,2018-04-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-04,2,Y,N,2020-02-01,4900 E FLORENCE AVE,90201,BELL,2018,1
61,BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER,Los Angeles,CA,For profit,056283,3747 ATLANTIC AVENUE,LONG BEACH,90807,2019-12-06,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2020-01-06,1,Y,N,2020-02-01,3747 ATLANTIC AVE,90807,LONG BEACH,2019,1
61,BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER,Los Angeles,CA,For profit,056283,3747 ATLANTIC AVENUE,LONG BEACH,90807,2017-12-14,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-01-12,3,Y,N,2020-02-01,3747 ATLANTIC AVE,90807,LONG BEACH,2017,1
62,BONNIE BRAE CONVALESCENT HOSP,Los Angeles,CA,For profit,055538,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,90057,2019-04-22,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-26,1,Y,N,2020-02-01,420 S BONNIE BRAE ST,90057,LOS ANGELES,2019,1
62,BONNIE BRAE CONVALESCENT HOSP,Los Angeles,CA,For profit,055538,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,90057,2017-04-02,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-09,3,Y,N,2020-02-01,420 S BONNIE BRAE ST,90057,LOS ANGELES,2017,1
63,BRENTWOOD HEALTH CARE CENTER,Los Angeles,CA,For profit,055711,1321 FRANKLIN STREET,SANTA MONICA,90404,2018-01-17,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-03-14,2,Y,N,2020-02-01,1321 FRANKLIN ST,90404,SANTA MONICA,2018,1
64,BRIER OAK ON SUNSET,Los Angeles,CA,For profit,056056,5154 SUNSET BLVD,LOS ANGELES,90027,2019-09-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-04,1,Y,N,2020-02-01,5154 SUNSET BLVD,90027,LOS ANGELES,2019,1
64,BRIER OAK ON SUNSET,Los Angeles,CA,For profit,056056,5154 SUNSET BLVD,LOS ANGELES,90027,2017-02-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-26,3,Y,N,2020-02-01,5154 SUNSET BLVD,90027,LOS ANGELES,2017,1
65,BRIGHTON CARE CENTER,Los Angeles,CA,For profit,555338,1836 N. FAIR OAKS AVE,PASADENA,91103,2019-09-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-25,1,Y,N,2020-02-01,1836 N FAIR OAKS AVE,91103,PASADENA,2019,1
65,BRIGHTON CARE CENTER,Los Angeles,CA,For profit,555338,1836 N. FAIR OAKS AVE,PASADENA,91103,2018-02-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-22,2,N,Y,2020-02-01,1836 N FAIR OAKS AVE,91103,PASADENA,2018,1
65,BRIGHTON CARE CENTER,Los Angeles,CA,For profit,555338,1836 N. FAIR OAKS AVE,PASADENA,91103,2018-09-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-29,2,Y,N,2020-02-01,1836 N FAIR OAKS AVE,91103,PASADENA,2018,1
65,BRIGHTON CARE CENTER,Los Angeles,CA,For profit,555338,1836 N. FAIR OAKS AVE,PASADENA,91103,2017-09-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-29,3,Y,N,2020-02-01,1836 N FAIR OAKS AVE,91103,PASADENA,2017,1
66,BROADWAY BY THE SEA,Los Angeles,CA,For profit,055894,2725 E. BROADWAY,LONG BEACH,90803,2019-07-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-07,1,N,Y,2020-02-01,2725 E BROADWAY,90803,LONG BEACH,2019,1
66,BROADWAY BY THE SEA,Los Angeles,CA,For profit,055894,2725 E. BROADWAY,LONG BEACH,90803,2019-07-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-29,1,Y,N,2020-02-01,2725 E BROADWAY,90803,LONG BEACH,2019,1
66,BROADWAY BY THE SEA,Los Angeles,CA,For profit,055894,2725 E. BROADWAY,LONG BEACH,90803,2018-07-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-16,2,Y,N,2020-02-01,2725 E BROADWAY,90803,LONG BEACH,2018,1
66,BROADWAY BY THE SEA,Los Angeles,CA,For profit,055894,2725 E. BROADWAY,LONG BEACH,90803,2017-07-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-04,3,Y,N,2020-02-01,2725 E BROADWAY,90803,LONG BEACH,2017,1
67,BROOKDALE NORTHRIDGE,Los Angeles,CA,For profit,555791,17650 DEVONSHIRE STREET,NORTHRIDGE,91325,2019-08-30,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-25,1,Y,N,2020-02-01,17650 DEVONSHIRE ST,91325,NORTHRIDGE,2019,1
